"","SampleID","X16S_ID","sample_name","Replicate","Site","Site_Grass","Site.Rep","Grass","Grass_Rep","Edge","SiteName","MAT_degC","MAP_mm","CollectionDate","Latitude","Longitude","Elevation_m","Grassland","Gradient","Bin","julianday","coll_GDD","GDD30yr","GDD3yr","GDD2015","ppt30yr","ppt3yr","ppt2015","soil_moisture","GWC","perc_moisture","pH","phos","ammonium","nitrate","SOM","herbivory_perc","avg_SLA","avg_SRL"
"SRR13801015","SRR13801015","X1351_1877","CAD_SCSC_12",12,"CAD","CAD_SCSC","CAD.12","SCSC","SCSC_12","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801018","SRR13801018","X1351_1866","CAD_SCSC_1",1,"CAD","CAD_SCSC","CAD.1","SCSC","SCSC_1","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801014","SRR13801014","X1351_1867","CAD_SCSC_2",2,"CAD","CAD_SCSC","CAD.2","SCSC","SCSC_2","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801013","SRR13801013","X1351_1868","CAD_SCSC_3",3,"CAD","CAD_SCSC","CAD.3","SCSC","SCSC_3","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801011","SRR13801011","X1351_1869","CAD_SCSC_4",4,"CAD","CAD_SCSC","CAD.4","SCSC","SCSC_4","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801010","SRR13801010","X1351_1870","CAD_SCSC_5",5,"CAD","CAD_SCSC","CAD.5","SCSC","SCSC_5","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801009","SRR13801009","X1351_1871","CAD_SCSC_6",6,"CAD","CAD_SCSC","CAD.6","SCSC","SCSC_6","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801008","SRR13801008","X1351_1872","CAD_SCSC_7",7,"CAD","CAD_SCSC","CAD.7","SCSC","SCSC_7","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801349","SRR13801349","X1351_1873","CAD_SCSC_8",8,"CAD","CAD_SCSC","CAD.8","SCSC","SCSC_8","no","CAD",NA,NA,"7/6/15",33.307867,-97.6054167,339.2,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.83956915,0.191087119,16.04308501,7.5,0.204947259,1.025896382,0.406425357,7.442979996,1.708333333,138.0767887,1260.15015
"SRR13801546","SRR13801546","X1351_680","CAD_BOGR_2",2,"CAD","CAD_BOGR","CAD.2","BOGR","BOGR_2","no","CAD",NA,NA,"7/6/15",33.3087,-97.60635,351.1,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.942077084,0.061484264,5.79229165,7.95,0.18447538,0.908128292,0.359769633,3.862322928,3.8,99.75666618,1523.553027
"SRR13801070","SRR13801070","X1351_681","CAD_BOGR_3",3,"CAD","CAD_BOGR","CAD.3","BOGR","BOGR_3","no","CAD",NA,NA,"7/6/15",33.3087,-97.60635,351.1,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.942077084,0.061484264,5.79229165,7.95,0.18447538,0.908128292,0.359769633,3.862322928,3.8,99.75666618,1523.553027
"SRR13801059","SRR13801059","X1351_682","CAD_BOGR_4",4,"CAD","CAD_BOGR","CAD.4","BOGR","BOGR_4","no","CAD",NA,NA,"7/6/15",33.3087,-97.60635,351.1,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.942077084,0.061484264,5.79229165,7.95,0.18447538,0.908128292,0.359769633,3.862322928,3.8,99.75666618,1523.553027
"SRR13801489","SRR13801489","X1351_683","CAD_BOGR_5",5,"CAD","CAD_BOGR","CAD.5","BOGR","BOGR_5","no","CAD",NA,NA,"7/6/15",33.3087,-97.60635,351.1,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.942077084,0.061484264,5.79229165,7.95,0.18447538,0.908128292,0.359769633,3.862322928,3.8,99.75666618,1523.553027
"SRR13801478","SRR13801478","X1351_684","CAD_BOGR_6",6,"CAD","CAD_BOGR","CAD.6","BOGR","BOGR_6","no","CAD",NA,NA,"7/6/15",33.3087,-97.60635,351.1,"mixed grass","Middle","South Central",187,2634.833333,5589.444444,5360.961667,5463.05,731.2599944,800.9166695,1226.460007,0.942077084,0.061484264,5.79229165,7.95,0.18447538,0.908128292,0.359769633,3.862322928,3.8,99.75666618,1523.553027
"SRR13801346","SRR13801346","X1351_1911","CNF_BOER_10",10,"CNF","CNF_BOER","CNF.10","BOER","BOER_10","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801345","SRR13801345","X1351_1912","CNF_BOER_11",11,"CNF","CNF_BOER","CNF.11","BOER","BOER_11","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801344","SRR13801344","X1351_1913","CNF_BOER_12",12,"CNF","CNF_BOER","CNF.12","BOER","BOER_12","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801347","SRR13801347","X1351_1902","CNF_BOER_1",1,"CNF","CNF_BOER","CNF.1","BOER","BOER_1","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801342","SRR13801342","X1351_1904","CNF_BOER_3",3,"CNF","CNF_BOER","CNF.3","BOER","BOER_3","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801341","SRR13801341","X1351_1905","CNF_BOER_4",4,"CNF","CNF_BOER","CNF.4","BOER","BOER_4","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801340","SRR13801340","X1351_1906","CNF_BOER_5",5,"CNF","CNF_BOER","CNF.5","BOER","BOER_5","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801339","SRR13801339","X1351_1907","CNF_BOER_6",6,"CNF","CNF_BOER","CNF.6","BOER","BOER_6","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801338","SRR13801338","X1351_1908","CNF_BOER_7",7,"CNF","CNF_BOER","CNF.7","BOER","BOER_7","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801337","SRR13801337","X1351_1909","CNF_BOER_8",8,"CNF","CNF_BOER","CNF.8","BOER","BOER_8","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801336","SRR13801336","X1351_1910","CNF_BOER_9",9,"CNF","CNF_BOER","CNF.9","BOER","BOER_9","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.978464321,0.022009672,2.153567898,7.96,0.177835428,0.912739428,0.361596409,0.498656636,3.333333333,160.8733726,1628.862394
"SRR13801335","SRR13801335","X1351_700","CNF_BOGR_1",1,"CNF","CNF_BOGR","CNF.1","BOGR","BOGR_1","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.960068409,0.041592444,3.99315913,8.2,0.176474654,0.921839175,0.36520142,0.892746178,0,140.3908561,1628.862394
"SRR13801330","SRR13801330","X1351_701","CNF_BOGR_2",2,"CNF","CNF_BOGR","CNF.2","BOGR","BOGR_2","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.960068409,0.041592444,3.99315913,8.2,0.176474654,0.921839175,0.36520142,0.892746178,0,140.3908561,1628.862394
"SRR13801329","SRR13801329","X1351_702","CNF_BOGR_3",3,"CNF","CNF_BOGR","CNF.3","BOGR","BOGR_3","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.960068409,0.041592444,3.99315913,8.2,0.176474654,0.921839175,0.36520142,0.892746178,0,140.3908561,1628.862394
"SRR13801328","SRR13801328","X1351_703","CNF_BOGR_4",4,"CNF","CNF_BOGR","CNF.4","BOGR","BOGR_4","no","CNF",NA,NA,"9/5/15",36.23189,-106.37604,1864,"shortgrass","West","North Central",248,2632.5,3300.972222,3880.448333,3937.99,211.0800018,242.673333,303.8799972,0.960068409,0.041592444,3.99315913,8.2,0.176474654,0.921839175,0.36520142,0.892746178,0,140.3908561,1628.862394
"SRR13801320","SRR13801320","X1351_1925","CNF_SCSC_10",10,"CNF","CNF_SCSC","CNF.10","SCSC","SCSC_10","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801319","SRR13801319","X1351_1926","CNF_SCSC_11",11,"CNF","CNF_SCSC","CNF.11","SCSC","SCSC_11","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801318","SRR13801318","X1351_1927","CNF_SCSC_12",12,"CNF","CNF_SCSC","CNF.12","SCSC","SCSC_12","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801321","SRR13801321","X1351_1914","CNF_SCSC_1",1,"CNF","CNF_SCSC","CNF.1","SCSC","SCSC_1","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801317","SRR13801317","X1351_1915","CNF_SCSC_2",2,"CNF","CNF_SCSC","CNF.2","SCSC","SCSC_2","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801316","SRR13801316","X1351_1916","CNF_SCSC_3",3,"CNF","CNF_SCSC","CNF.3","SCSC","SCSC_3","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801315","SRR13801315","X1351_1917","CNF_SCSC_4",4,"CNF","CNF_SCSC","CNF.4","SCSC","SCSC_4","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801314","SRR13801314","X1351_1918","CNF_SCSC_5",5,"CNF","CNF_SCSC","CNF.5","SCSC","SCSC_5","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801313","SRR13801313","X1351_1919","CNF_SCSC_6",6,"CNF","CNF_SCSC","CNF.6","SCSC","SCSC_6","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801312","SRR13801312","X1351_1922","CNF_SCSC_7",7,"CNF","CNF_SCSC","CNF.7","SCSC","SCSC_7","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801310","SRR13801310","X1351_1923","CNF_SCSC_8",8,"CNF","CNF_SCSC","CNF.8","SCSC","SCSC_8","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801309","SRR13801309","X1351_1924","CNF_SCSC_9",9,"CNF","CNF_SCSC","CNF.9","SCSC","SCSC_9","no","CNF",NA,NA,"9/5/15",36.22032,-106.37158,1834,"shortgrass","West","North Central",248,2632.5,3300.972222,3934.858333,3985.535,211.9599991,250.896667,310.6100044,0.938590363,0.065427517,6.140963732,8.08,0.184090695,0.906185197,0.358999845,2.008691559,1.875,189.8890614,1723.39667
"SRR13801307","SRR13801307","X1351_1722","CPR_BOER_10",10,"CPR","CPR_BOER","CPR.10","BOER","BOER_10","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801306","SRR13801306","X1351_1723","CPR_BOER_11",11,"CPR","CPR_BOER","CPR.11","BOER","BOER_11","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801305","SRR13801305","X1351_1724","CPR_BOER_12",12,"CPR","CPR_BOER","CPR.12","BOER","BOER_12","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801308","SRR13801308","X1351_1713","CPR_BOER_1",1,"CPR","CPR_BOER","CPR.1","BOER","BOER_1","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801304","SRR13801304","X1351_1714","CPR_BOER_2",2,"CPR","CPR_BOER","CPR.2","BOER","BOER_2","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801302","SRR13801302","X1351_1716","CPR_BOER_4",4,"CPR","CPR_BOER","CPR.4","BOER","BOER_4","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801301","SRR13801301","X1351_1717","CPR_BOER_5",5,"CPR","CPR_BOER","CPR.5","BOER","BOER_5","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801299","SRR13801299","X1351_1718","CPR_BOER_6",6,"CPR","CPR_BOER","CPR.6","BOER","BOER_6","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801298","SRR13801298","X1351_1719","CPR_BOER_7",7,"CPR","CPR_BOER","CPR.7","BOER","BOER_7","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801297","SRR13801297","X1351_1720","CPR_BOER_8",8,"CPR","CPR_BOER","CPR.8","BOER","BOER_8","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801296","SRR13801296","X1351_1721","CPR_BOER_9",9,"CPR","CPR_BOER","CPR.9","BOER","BOER_9","no","Central Plains Experimental Range",8.6,342,"8/23/15",40.81553,-104.7456,1640,"mixed grass","West","North",235,2564.138889,3502.722222,3570.01,3732.33,303.579998,415.186663,414.139993,0.979476502,0.020953538,2.052349792,5.58,0.170934938,0.888319425,0.351922032,1.834193744,0,143.0160213,1772.482294
"SRR13801294","SRR13801294","X1351_1487","DMT_BOER_10",10,"DMT","DMT_BOER","DMT.10","BOER","BOER_10","no","DMT",NA,NA,"7/16/15",30.34736,-104.046683,1494.4,"desert","West","South",197,2627.888889,4835.944444,4634.231667,4699.335,336.6199999,285.9066644,338.8399944,0.867050723,0.153335063,13.29492772,7.77,0.193674272,0.997648823,0.395234632,1.852248756,2.5625,121.1191984,1897.795032
